rank,player,average,year
114.0,Billy Horschel,291.8,2019
114.0,Kevin Streelman,291.8,2019
117.0,Bill Haas,291.5,2019
117.0,Ian Poulter,291.5,2019
119.0,Adam Hadwin,291.2,2019
120.0,Austin Cook,291.0,2019
120.0,Kramer Hickok,291.0,2019
122.0,Denny McCarthy,290.8,2019
123.0,Tom Hoge,290.4,2019
123.0,J.J. Spaun,290.4,2019
125.0,Fabián Gómez,290.2,2019
125.0,Kelly Kraft,290.2,2019
125.0,Anirban Lahiri,290.2,2019
125.0,José de Jesús Rodríguez,290.2,2019
129.0,Jason Dufner,290.1,2019
130.0,Chris Stroud,289.8,2019
130.0,Adam Svensson,289.8,2019
132.0,Rafa Cabrera Bello,289.6,2019
132.0,Nate Lashley,289.6,2019
132.0,Kevin Na,289.6,2019
135.0,Matt Kuchar,289.5,2019
136.0,Jonas Blixt,289.4,2019
136.0,Curtis Luck,289.4,2019
136.0,Rory Sabbatini,289.4,2019
139.0,Ryan Blaum,289.2,2019
139.0,Russell Knox,289.2,2019
141.0,Kyle Stanley,288.9,2019
142.0,J.J. Henry,288.8,2019
143.0,Francesco Molinari,288.7,2019
143.0,Robert Streb,288.7,2019
145.0,Scott Brown,288.6,2019
145.0,Webb Simpson,288.6,2019
147.0,Brian Harman,288.4,2019
147.0,Michael Thompson,288.4,2019
149.0,Jim Herman,288.3,2019
150.0,Tyler Duncan,288.2,2019
151.0,Matt Fitzpatrick,287.9,2019
152.0,Russell Henley,287.7,2019
153.0,Zach Johnson,287.5,2019
154.0,Roberto Díaz,287.4,2019
154.0,Brice Garnett,287.4,2019
156.0,Ben Silverman,287.2,2019
156.0,Brandt Snedeker,287.2,2019
158.0,Chez Reavie,287.0,2019
159.0,Andrew Landry,286.8,2019
160.0,Kevin Kisner,286.4,2019
160.0,Rod Pampling,286.4,2019
162.0,Aaron Baddeley,286.3,2019
163.0,K.H. Lee,286.2,2019
164.0,Pat Perez,286.1,2019
165.0,Graeme McDowell,285.9,2019
166.0,Freddie Jacobson,285.3,2019
167.0,C.T. Pan,285.0,2019
168.0,Ernie Els,284.7,2019
169.0,Whee Kim,284.3,2019
170.0,Kyle Jones,284.0,2019
171.0,Roberto Castro,283.8,2019
172.0,Johnson Wagner,283.4,2019
173.0,Brady Schnell,283.3,2019
174.0,Vaughn Taylor,282.9,2019
175.0,Henrik Stenson,282.7,2019
176.0,Satoshi Kodaira,282.3,2019
177.0,Ryan Moore,282.2,2019
178.0,Jonathan Byrd,281.6,2019
179.0,Andrew Putnam,281.5,2019
180.0,"Ted Potter, Jr.",281.4,2019
181.0,David Hearn,279.3,2019
181.0,Michael Kim,279.3,2019
183.0,Alex Cejka,278.0,2019
184.0,Ryan Armour,277.9,2019
185.0,Brian Stuard,276.6,2019
186.0,Jim Furyk,275.0,2019
187.0,Brian Gay,274.9,2019
188.0,Scott Langley,271.3,2019
1.0,Bryson DeChambeau,322.1,2020
2.0,Cameron Champ,322.0,2020
3.0,Ryan Brehm,315.3,2020
4.0,Rory McIlroy,314.0,2020
5.0,Grayson Murray,313.8,2020
6.0,Brandon Hagy,312.8,2020
7.0,Jason Kokrak,312.4,2020
8.0,Sam Burns,312.0,2020
9.0,Matthew Wolff,311.6,2020
10.0,Dustin Johnson,311.0,2020
10.0,Bubba Watson,311.0,2020
12.0,Tyler McCumber,310.2,2020
13.0,Tony Finau,309.8,2020
14.0,Tommy Fleetwood,309.6,2020
15.0,Jhonattan Vegas,309.0,2020
16.0,Scottie Scheffler,308.9,2020
17.0,Will Gordon,308.8,2020
18.0,Patrick Rodgers,308.5,2020
19.0,Adam Scott,308.1,2020
20.0,Cam Davis,308.0,2020
21.0,Luke List,307.8,2020
22.0,Jon Rahm,307.6,2020
23.0,Paul Casey,307.2,2020
24.0,Scott Harrington,307.1,2020
25.0,Brooks Koepka,307.0,2020
26.0,Beau Hossler,306.6,2020
27.0,Sergio Garcia,305.8,2020
28.0,Byeong Hun An,305.7,2020
28.0,Kris Ventura,305.7,2020
30.0,Xander Schauffele,305.4,2020
30.0,Gary Woodland,305.4,2020
32.0,Wyndham Clark,305.1,2020
33.0,Seamus Power,304.5,2020
34.0,Hideki Matsuyama,304.4,2020
35.0,Justin Thomas,304.2,2020
36.0,Kevin Tway,303.8,2020
37.0,Sebastian Cappelen,303.7,2020
38.0,Brendan Steele,303.6,2020
39.0,Sung Kang,303.4,2020
40.0,Patrick Cantlay,303.1,2020
41.0,Sepp Straka,302.7,2020
42.0,Lanto Griffin,302.5,2020
43.0,Sebastián Muñoz,302.3,2020
43.0,Nick Watney,302.3,2020
45.0,Martin Laird,302.1,2020
45.0,Martin Trainer,302.1,2020
47.0,Danny Lee,302.0,2020
47.0,Adam Schenk,302.0,2020
49.0,Keith Mitchell,301.9,2020
49.0,Cameron Tringale,301.9,2020
49.0,Harold Varner III,301.9,2020
52.0,Peter Uihlein,301.8,2020
53.0,Joaquin Niemann,301.7,2020
53.0,Matt Wallace,301.7,2020
55.0,Lucas Glover,301.6,2020
55.0,Tyrrell Hatton,301.6,2020
55.0,Jordan Spieth,301.6,2020
55.0,Zack Sucher,301.6,2020
59.0,Phil Mickelson,301.5,2020
59.0,Aaron Wise,301.5,2020
61.0,Danny Willett,301.2,2020
62.0,Charles Howell III,301.1,2020
63.0,Keegan Bradley,301.0,2020
63.0,Harry Higgs,301.0,2020
65.0,Harris English,300.9,2020
65.0,Vince Whaley,300.9,2020
67.0,Kevin Chappell,300.6,2020
67.0,Max Homa,300.6,2020
69.0,Sungjae Im,300.5,2020
70.0,Carlos Ortiz,300.3,2020
71.0,Daniel Berger,300.2,2020
72.0,Louis Oosthuizen,300.1,2020
73.0,Cameron Smith,299.8,2020
74.0,Jason Day,299.7,2020
75.0,Justin Rose,299.6,2020
76.0,Shane Lowry,299.4,2020
77.0,Joseph Bramlett,299.3,2020
77.0,Billy Horschel,299.3,2020
77.0,Viktor Hovland,299.3,2020
77.0,Ryan Palmer,299.3,2020
81.0,Dominic Bozzelli,299.0,2020
82.0,Corey Conners,298.7,2020
82.0,Mackenzie Hughes,298.7,2020
84.0,Michael Gligic,298.4,2020
85.0,Talor Gooch,298.2,2020
85.0,Nelson Ledesma,298.2,2020
87.0,Si Woo Kim,298.1,2020
87.0,Richy Werenski,298.1,2020
89.0,Jimmy Walker,298.0,2020
90.0,Rhein Gibson,297.8,2020
91.0,Sam Ryder,297.7,2020
92.0,Scott Stallings,297.6,2020
92.0,D.J. Trahan,297.6,2020
94.0,Abraham Ancer,297.5,2020
95.0,Doc Redman,297.4,2020
95.0,J.J. Spaun,297.4,2020
97.0,Branden Grace,297.3,2020
97.0,Matt Jones,297.3,2020
97.0,Collin Morikawa,297.3,2020
100.0,Scott Piercy,297.2,2020
101.0,Maverick McNealy,296.6,2020
101.0,Robby Shelton,296.6,2020
101.0,Nick Taylor,296.6,2020
104.0,Charley Hoffman,296.5,2020
,Tour Average,296.4,2020
105.0,K.H. Lee,296.4,2020
106.0,Russell Knox,296.3,2020
107.0,Webb Simpson,296.2,2020
108.0,Doug Ghim,296.0,2020
108.0,Chesson Hadley,296.0,2020
108.0,Alex Noren,296.0,2020
108.0,Patrick Reed,296.0,2020
112.0,Marc Leishman,295.8,2020
113.0,Stewart Cink,295.7,2020
113.0,Emiliano Grillo,295.7,2020
115.0,Joel Dahmen,295.4,2020
116.0,Ben Taylor,295.2,2020
117.0,Matthew NeSmith,295.0,2020
117.0,Cameron Percy,295.0,2020
119.0,Rickie Fowler,294.9,2020
120.0,Patton Kizzire,294.8,2020
121.0,Matt Fitzpatrick,294.7,2020
121.0,Bo Hoag,294.7,2020
121.0,Hank Lebioda,294.7,2020
124.0,Bronson Burgoon,294.6,2020
125.0,Anirban Lahiri,294.4,2020
126.0,Bill Haas,294.3,2020
127.0,Adam Hadwin,294.0,2020
127.0,Josh Teater,294.0,2020
129.0,Kevin Streelman,293.9,2020
130.0,Austin Cook,293.8,2020
130.0,Denny McCarthy,293.8,2020
130.0,Xinjun Zhang,293.8,2020
133.0,Rafa Cabrera Bello,293.7,2020
133.0,James Hahn,293.7,2020
133.0,Robert Streb,293.7,2020
136.0,Michael Gellerman,293.5,2020
137.0,Mark Anderson,293.1,2020
138.0,Brian Harman,293.0,2020
139.0,Kramer Hickok,292.8,2020
140.0,Matt Every,292.3,2020
141.0,Henrik Norlander,292.1,2020
142.0,Adam Long,292.0,2020
143.0,Troy Merritt,291.8,2020
144.0,Bo Van Pelt,291.7,2020
145.0,Roger Sloan,291.5,2020
146.0,Dylan Frittelli,291.3,2020
146.0,Chase Seiffert,291.3,2020
148.0,Brice Garnett,290.6,2020
149.0,Bud Cauley,290.5,2020
149.0,Wes Roach,290.5,2020
151.0,Tom Hoge,290.4,2020
152.0,Pat Perez,290.3,2020
153.0,J.T. Poston,290.2,2020
153.0,"Ted Potter, Jr.",290.2,2020
155.0,Russell Henley,290.1,2020
155.0,Mark Hubbard,290.1,2020
157.0,Ryan Moore,289.9,2020
158.0,Andrew Landry,289.7,2020
159.0,Chris Baker,289.5,2020
160.0,Fabián Gómez,289.2,2020
160.0,Kevin Kisner,289.2,2020
162.0,Scott Brown,288.5,2020
162.0,Brian Gay,288.5,2020
162.0,Brandt Snedeker,288.5,2020
165.0,Michael Thompson,288.4,2020
166.0,Peter Malnati,287.6,2020
167.0,Nate Lashley,287.0,2020
167.0,C.T. Pan,287.0,2020
167.0,Chris Stroud,287.0,2020
170.0,Kevin Na,286.9,2020
171.0,Ian Poulter,286.8,2020
172.0,Arjun Atwal,286.5,2020
173.0,Tyler Duncan,286.3,2020
174.0,Jason Dufner,286.2,2020
175.0,Zach Johnson,285.9,2020
176.0,Jim Herman,285.6,2020
177.0,Kyle Stanley,285.1,2020
178.0,Aaron Baddeley,284.9,2020
179.0,Tim Wilkinson,284.7,2020
180.0,Chez Reavie,284.4,2020
181.0,Rob Oppenheim,284.2,2020
182.0,Ryan Armour,284.1,2020
183.0,Graeme McDowell,283.9,2020
183.0,Rory Sabbatini,283.9,2020
185.0,Ben Martin,283.6,2020
186.0,Matt Kuchar,282.9,2020
187.0,Brendon Todd,282.7,2020
188.0,David Hearn,281.8,2020
189.0,Vaughn Taylor,281.6,2020
190.0,Brian Stuard,281.5,2020
191.0,Zac Blair,280.9,2020
192.0,Jim Furyk,280.2,2020
193.0,Andrew Putnam,277.9,2020
1.0,Bryson DeChambeau,323.7,2021
2.0,Rory McIlroy,319.3,2021
3.0,Cameron Champ,317.1,2021
4.0,Matthew Wolff,315.9,2021
5.0,Will Gordon,315.0,2021
6.0,Wyndham Clark,314.6,2021
7.0,Dustin Johnson,312.9,2021
8.0,Luke List,312.7,2021
9.0,Jhonattan Vegas,312.1,2021
10.0,Brandon Hagy,311.6,2021
11.0,Ryan Brehm,311.5,2021
12.0,Brooks Koepka,310.7,2021
13.0,Joaquin Niemann,310.6,2021
14.0,Joseph Bramlett,309.6,2021
15.0,Gary Woodland,309.5,2021
16.0,Sergio Garcia,309.4,2021
16.0,Tyler McCumber,309.4,2021
18.0,Dylan Frittelli,309.3,2021
19.0,Cam Davis,309.0,2021
19.0,Jon Rahm,309.0,2021
21.0,Jason Kokrak,307.9,2021
22.0,Xander Schauffele,307.6,2021
23.0,Will Zalatoris,307.4,2021
24.0,Keith Mitchell,307.2,2021
25.0,Kevin Tway,307.0,2021
26.0,Patrick Rodgers,306.7,2021
27.0,Stewart Cink,306.6,2021
28.0,Charley Hoffman,306.5,2021
29.0,Adam Scott,306.0,2021
30.0,Scott Harrington,305.8,2021
31.0,Tony Finau,305.5,2021
31.0,Grayson Murray,305.5,2021
33.0,Sam Burns,305.3,2021
33.0,Erik van Rooyen,305.3,2021
35.0,Beau Hossler,305.1,2021
36.0,Scottie Scheffler,305.0,2021
37.0,Kris Ventura,304.7,2021
38.0,Ryan Palmer,304.6,2021
38.0,Bubba Watson,304.6,2021
40.0,Matt Jones,304.0,2021
41.0,Paul Casey,303.9,2021
41.0,Justin Thomas,303.9,2021
43.0,Martin Trainer,303.6,2021
44.0,Sepp Straka,303.2,2021
45.0,Hudson Swafford,303.1,2021
46.0,Carlos Ortiz,303.0,2021
46.0,Charl Schwartzel,303.0,2021
48.0,Lanto Griffin,302.9,2021
48.0,J.B. Holmes,302.9,2021
50.0,Patrick Cantlay,302.8,2021
51.0,Byeong Hun An,302.6,2021
52.0,Tom Lewis,302.5,2021
53.0,Viktor Hovland,302.2,2021
54.0,Phil Mickelson,301.8,2021
55.0,Patton Kizzire,300.9,2021
56.0,Tommy Fleetwood,300.8,2021
56.0,Max Homa,300.8,2021
58.0,Harold Varner III,300.7,2021
59.0,Aaron Wise,300.6,2021
60.0,Jason Day,300.3,2021
61.0,Keegan Bradley,300.2,2021
62.0,Rafael Campos,299.9,2021
62.0,Hideki Matsuyama,299.9,2021
62.0,J.T. Poston,299.9,2021
65.0,Shane Lowry,299.6,2021
66.0,Adam Schenk,299.5,2021
66.0,Jordan Spieth,299.5,2021
68.0,Harris English,299.4,2021
69.0,Sebastian Cappelen,299.3,2021
69.0,Brendan Steele,299.3,2021
69.0,Nick Watney,299.3,2021
72.0,Talor Gooch,299.1,2021
73.0,Michael Gligic,299.0,2021
73.0,Tyrrell Hatton,299.0,2021
75.0,Harry Higgs,298.9,2021
76.0,Bronson Burgoon,298.8,2021
77.0,Maverick McNealy,298.7,2021
78.0,Danny Lee,298.5,2021
78.0,Sean O'Hair,298.5,2021
80.0,Anirban Lahiri,298.4,2021
80.0,K.H. Lee,298.4,2021
80.0,Matt Wallace,298.4,2021
83.0,Emiliano Grillo,298.2,2021
83.0,Scott Piercy,298.2,2021
85.0,Alex Noren,297.9,2021
85.0,Cameron Smith,297.9,2021
87.0,Louis Oosthuizen,297.8,2021
88.0,Charles Howell III,297.6,2021
89.0,Chesson Hadley,297.5,2021
89.0,Sebastián Muñoz,297.5,2021
89.0,Justin Rose,297.5,2021
89.0,Cameron Tringale,297.5,2021
93.0,Scott Stallings,297.4,2021
93.0,Jimmy Walker,297.4,2021
95.0,Sam Ryder,297.2,2021
96.0,James Hahn,297.1,2021
96.0,Sungjae Im,297.1,2021
98.0,Rickie Fowler,297.0,2021
99.0,Daniel Berger,296.7,2021
100.0,Vince Whaley,296.6,2021
101.0,Si Woo Kim,296.3,2021
101.0,C.T. Pan,296.3,2021
,Tour Average,296.2,2021
103.0,Hunter Mahan,296.2,2021
104.0,Martin Laird,295.9,2021
104.0,Matthew NeSmith,295.9,2021
106.0,Bill Haas,295.8,2021
106.0,Roger Sloan,295.8,2021
108.0,Kevin Streelman,295.6,2021
108.0,Ben Taylor,295.6,2021
110.0,Corey Conners,295.4,2021
110.0,Denny McCarthy,295.4,2021
112.0,Collin Morikawa,295.2,2021
113.0,Seamus Power,295.1,2021
114.0,Hank Lebioda,295.0,2021
115.0,Lucas Glover,294.9,2021
116.0,Billy Horschel,294.7,2021
117.0,Scott Brown,294.5,2021
118.0,Henrik Norlander,294.1,2021
118.0,Lee Westwood,294.1,2021
120.0,Doc Redman,294.0,2021
120.0,Nick Taylor,294.0,2021
122.0,Richy Werenski,293.9,2021
122.0,Danny Willett,293.9,2021
124.0,Branden Grace,293.8,2021
124.0,Marc Leishman,293.8,2021
126.0,Robby Shelton,293.7,2021
127.0,Matt Fitzpatrick,293.5,2021
127.0,Mackenzie Hughes,293.5,2021
129.0,Adam Hadwin,293.4,2021
130.0,Michael Kim,293.2,2021
130.0,Bo Van Pelt,293.2,2021
132.0,Doug Ghim,292.9,2021
133.0,Sung Kang,292.7,2021
134.0,Jim Herman,292.5,2021
134.0,Webb Simpson,292.5,2021
134.0,Camilo Villegas,292.5,2021
137.0,Nate Lashley,292.4,2021
137.0,Ben Martin,292.4,2021
139.0,Joel Dahmen,292.3,2021
139.0,Robert Streb,292.3,2021
141.0,Pat Perez,292.2,2021
142.0,Michael Gellerman,292.1,2021
142.0,Kyle Stanley,292.1,2021
144.0,Chris Baker,291.9,2021
144.0,Chris Kirk,291.9,2021
144.0,D.J. Trahan,291.9,2021
147.0,Brian Harman,291.7,2021
147.0,Xinjun Zhang,291.7,2021
149.0,Patrick Reed,291.4,2021
150.0,Rhein Gibson,291.2,2021
150.0,Russell Knox,291.2,2021
152.0,Chase Seiffert,290.9,2021
153.0,Kramer Hickok,290.8,2021
154.0,Bo Hoag,290.7,2021
155.0,John Huh,290.5,2021
155.0,Peter Malnati,290.5,2021
157.0,Abraham Ancer,290.4,2021
157.0,Andrew Landry,290.4,2021
159.0,Tyler Duncan,290.0,2021
159.0,Josh Teater,290.0,2021
161.0,Troy Merritt,289.9,2021
162.0,Russell Henley,289.8,2021
163.0,Jason Dufner,289.6,2021
164.0,Aaron Baddeley,289.3,2021
165.0,Austin Cook,289.2,2021
165.0,Tom Hoge,289.2,2021
167.0,Kevin Kisner,289.1,2021
168.0,Zach Johnson,289.0,2021
169.0,Adam Long,288.6,2021
170.0,Kevin Na,288.5,2021
171.0,"Ted Potter, Jr.",288.4,2021
172.0,Nelson Ledesma,288.2,2021
173.0,Brice Garnett,288.1,2021
173.0,Michael Thompson,288.1,2021
175.0,Rafa Cabrera Bello,288.0,2021
176.0,Matt Kuchar,287.8,2021
177.0,Rory Sabbatini,287.5,2021
178.0,Brian Gay,286.8,2021
179.0,Mark Anderson,286.7,2021
179.0,Cameron Percy,286.7,2021
